"conversation_id","created_at","favorite_count","full_text","hashtags/0","hashtags/1","hashtags/2","hashtags/3","hashtags/4","hashtags/5","hashtags/6","hashtags/7","hashtags/8","hashtags/9","hashtags/10","hashtags/11","id","reply_count","retweet_count","url","urls/0/display_url","urls/0/expanded_url","urls/0/url","user_mentions/0/id_str","user_mentions/0/name","user_mentions/0/screen_name","user_mentions/1/id_str","user_mentions/1/name","user_mentions/1/screen_name","user_mentions/2/id_str","user_mentions/2/name","user_mentions/2/screen_name","user_mentions/3/id_str","user_mentions/3/name","user_mentions/3/screen_name","user_mentions/4/id_str","user_mentions/4/name","user_mentions/4/screen_name","user_mentions/5/id_str","user_mentions/5/name","user_mentions/5/screen_name","user_mentions/6/id_str","user_mentions/6/name","user_mentions/6/screen_name","user_mentions/7/id_str","user_mentions/7/name","user_mentions/7/screen_name","user_mentions/8/id_str","user_mentions/8/name","user_mentions/8/screen_name","user_mentions/9/id_str","user_mentions/9/name","user_mentions/9/screen_name","user_mentions/10/id_str","user_mentions/10/name","user_mentions/10/screen_name","user_mentions/11/id_str","user_mentions/11/name","user_mentions/11/screen_name","user_mentions/12/id_str","user_mentions/12/name","user_mentions/12/screen_name","user_mentions/13/id_str","user_mentions/13/name","user_mentions/13/screen_name","user_mentions/14/id_str","user_mentions/14/name","user_mentions/14/screen_name"
"1509278906733449221","2022-03-30T21:18:27.000Z","0","Только что опубликовано фото @ Ukraine https://t.co/ip91Zjbj6z",,,,,,,,,,,,,"1509278906733449221","0","0","https://twitter.com/LPaclina/status/1509278906733449221","instagram.com/p/Cbvib6xglI-/…","https://www.instagram.com/p/Cbvib6xglI-/?utm_medium=twitter","https://t.co/ip91Zjbj6z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1509264548624314373","2022-03-30T21:18:23.000Z","0","@spriter99880 Don't worry the worms are sated with the corpses of the 12,000 Russians who are rotting Ukraine",,,,,,,,,,,,,"1509278891835375621","0","0","https://twitter.com/AldolApache19/status/1509278891835375621",,,,"1128337957289697281","Spriter","spriter99880",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1509278905621958658","2022-03-30T21:18:26.000Z","0","India Ratings Downgrades FY23 GDP Forecast To 7-7.72% On Ukraine War https://t.co/LnkOFRKkap",,,,,,,,,,,,,"1509278905621958658","0","0","https://twitter.com/desi12_3/status/1509278905621958658","desi123.com/india-ratings-…","https://desi123.com/india-ratings-downgrades-fy23-gdp-forecast-to-7-7-72-on-ukraine-war/","https://t.co/LnkOFRKkap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1509253545845002241","2022-03-30T21:18:25.000Z","0","@olgatokariuk Is Patrick Lancaster reporting on YouTube relevant? His interviews are quite revealing that it is NOT Russia in Meriupol causing deaths. Azov and the Ukraine army -they change into civilian clothes when they've finished their heinous acts and walk away. Truth?",,,,,,,,,,,,,"1509278898403491840","0","0","https://twitter.com/LaurieADen/status/1509278898403491840",,,,"1359532099","Olga Tokariuk","olgatokariuk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1509236456874725384","2022-03-30T21:18:28.000Z","0","@swaqqim @GregAlexanderC @Biz_Ukraine_Mag @darthputin Europe has not agreed, so your point is not relevant",,,,,,,,,,,,,"1509278911049474048","0","0","https://twitter.com/HelloMrBond/status/1509278911049474048",,,,"1281441735554543616","SwaqqimSO","swaqqim","1253065395214442496","Greg Alexander","GregAlexanderC","3301937067","Business Ukraine mag","Biz_Ukraine_Mag","493591992","Дмитрий Беспутин","darthputin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1509263169730007051","2022-03-30T20:18:05.000Z","775","This one https://t.co/eLZoK7kP6G",,,,,,,,,,,,,"1509263716256206848","26","145","https://twitter.com/RWApodcast/status/1509263716256206848",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1509275585209589769","2022-03-30T21:18:26.000Z","0","@hulka_s @nytimes Brought to you by the same people who said natural immunity was a hoax. Nice flag, you couldn't of found Ukraine on a map a month ago lol.",,,,,,,,,,,,,"1509278902337818628","0","0","https://twitter.com/GetHelpScumbag/status/1509278902337818628",,,,"3084816370","Sgt. Hulka's Big Toe","hulka_s","807095","The New York Times","nytimes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1509181930222280711","2022-03-30T21:18:24.000Z","0","@Z_Is_Green @meatballsubzero Logic follow like this Today is Ukraine tomorrow maybe Baltic, Poland who knows that's next. During hard times countries and people are burring old history. Ps Orban you can have.",,,,,,,,,,,,,"1509278898026123266","0","0","https://twitter.com/Stockholmski/status/1509278898026123266",,,,"1049462114040066048","Z 🌻 🚴‍♂️","Z_Is_Green","15091400","Donbas Devushka 🅉 🐘🍩","meatballsubzero",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1509278072650055684","2022-03-30T21:18:25.000Z","0","@wPolityce_pl To jak się poruszają, skoro są przy granicy a podróż przez Ukrainę na wschód to samobójstwo.",,,,,,,,,,,,,"1509278902161743873","0","0","https://twitter.com/PokojowyD/status/1509278902161743873",,,,"153802461","wPolityce.pl","wPolityce_pl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1509278891273302016","2022-03-30T21:18:23.000Z","0","RM: “The Azov Battalion fired at us with automatic bursts,” said a refugee from Mariupol

#RussiaUkraineConflict #RussianUkrainianWar #UkraineRussianWar #Russia #Kiev #Ukraine #Kyiv #mauripol #Kharkiv  #Odessa #Nikolaev #AzovBattalion https://t.co/nZX3VvhEaI","RussiaUkraineConflict","RussianUkrainianWar","UkraineRussianWar","Russia","Kiev","Ukraine","Kyiv","mauripol","Kharkiv","Odessa","Nikolaev","AzovBattalion","1509278891273302016","0","0","https://twitter.com/EliasMezaCota/status/1509278891273302016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1508995198486994949","2022-03-30T21:18:25.000Z","0","@LeaKThompson @MSNBC @POTUS It’s hard for you to understand because there is no “booming economy”. 

I bet the people in Afghanistan and Ukraine don’t agree that “the world is  on the right track again”.",,,,,,,,,,,,,"1509278900861476876","0","0","https://twitter.com/FlynDutchman466/status/1509278900861476876",,,,"260864109","Lea Thompson","LeaKThompson","2836421","MSNBC","MSNBC","1349149096909668363","President Biden","POTUS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1509278895362785291","2022-03-30T21:18:24.000Z","0","#DefendUkraine
#SaveEurope
#NoFlyZone over #Ukraine
#CrashKremlin","DefendUkraine","SaveEurope","NoFlyZone","Ukraine","CrashKremlin",,,,,,,,"1509278895362785291","0","0","https://twitter.com/Puc01829930/status/1509278895362785291",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1509270249073479692","2022-03-30T20:46:51.000Z","90","@KyivIndependent https://t.co/u26gTSp4Fk",,,,,,,,,,,,,"1509270954995769351","0","8","https://twitter.com/Piotr_zPolski/status/1509270954995769351",,,,"1462548977367359490","The Kyiv Independent","KyivIndependent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1509241142726078469","2022-03-30T20:47:13.000Z","33","nothingness inbetween.. #MariupolGenocide https://t.co/dXzBWwGIAx","MariupolGenocide",,,,,,,,,,,,"1509271050395213835","2","15","https://twitter.com/ukraine_world/status/1509271050395213835",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1509278896054845448","2022-03-30T21:18:24.000Z","0","🇮🇹 &amp; 🇪🇺 ❤ 🇺🇦 @UKRinIT @ZelenskyyUa @Ukraine",,,,,,,,,,,,,"1509278896054845448","0","0","https://twitter.com/iosonofil/status/1509278896054845448",,,,"2498145998","Ukr Embassy to Italy","UKRinIT","1120633726478823425","Володимир Зеленський","ZelenskyyUa","732521058507620356","Ukraine / Україна","Ukraine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1509109315164119047","2022-03-30T21:18:24.000Z","0","@weirdturnspro I can concede the original point made however this hardly changes the truth of the matter. It makes perfect sense why they would arm the peoples of the Donbas as the US has been covertly funding the Nationalists in Ukraine since at least the 1960s.",,,,,,,,,,,,,"1509278894792265735","0","0","https://twitter.com/BckTrackPodcast/status/1509278894792265735",,,,"127019802","Armchair Daily","weirdturnspro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1509278901872197632","2022-03-30T21:18:25.000Z","0","I thought Ukraine didn't have a Nazi problem lol

@TheBaseLeg",,,,,,,,,,,,,"1509278901872197632","0","0","https://twitter.com/YellowRabbit9/status/1509278901872197632",,,,"231384721","Mike Yeo 杨启铭","TheBaseLeg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1509242350329028609","2022-03-30T21:18:23.000Z","0","@Breaking911 if he quit sending every taxpayer dollar to Ukraine...perhaps they will launder it faster this time around",,,,,,,,,,,,,"1509278891629858818","0","0","https://twitter.com/jangib/status/1509278891629858818",,,,"375721095","Breaking911","Breaking911",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1509273128270188553","2022-03-30T21:18:23.000Z","0","@ObiWanK75314488 @MelnykAndrij Gilt das nur für den Krieg in der Ukraine? Was ist mit den anderen Kriegen, die leider überall auf der Welt stattgefunden haben und stattfinden? Nicht interessant? Und was ist eigentlich mit den anderen Ländern auf der Welt? Gibt es für die auch einen Eintrag im Sündenregister?",,,,,,,,,,,,,"1509278890329624582","0","0","https://twitter.com/BernadoBoris/status/1509278890329624582",,,,"1497382280007983110","Obi-Wan Kenobi","ObiWanK75314488","2959037001","Andrij Melnyk","MelnykAndrij",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1509278907626921993","2022-03-30T21:18:27.000Z","0","This is literary the best thing I’ve seen all day 💛💙

#Ukraine #UkraineRussiaWar #StopPutin #IStandWithUkraine","Ukraine","UkraineRussiaWar","StopPutin","IStandWithUkraine",,,,,,,,,"1509278907626921993","0","0","https://twitter.com/Louise_G_1985/status/1509278907626921993",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
