"conversation_id","created_at","favorite_count","full_text","hashtags/0","hashtags/1","hashtags/2","hashtags/3","hashtags/4","hashtags/5","hashtags/6","hashtags/7","hashtags/8","hashtags/9","id","reply_count","retweet_count","url","urls/0/display_url","urls/0/expanded_url","urls/0/url","user/advertiser_account_type","user/blocked_by","user/blocking","user/business_profile_state","user/can_dm","user/contributors_enabled","user/created_at","user/default_profile_image","user/description","user/ext_has_nft_avatar","user/fast_followers_count","user/favourites_count","user/follow_request_sent","user/followed_by","user/followers_count","user/following","user/friends_count","user/geo_enabled","user/has_custom_timelines","user/id","user/id_str","user/is_translation_enabled","user/is_translator","user/lang","user/listed_count","user/location","user/media_count","user/muting","user/name","user/normal_followers_count","user/notifications","user/profile_background_color","user/profile_background_image_url","user/profile_background_image_url_https","user/profile_background_tile","user/profile_banner_extensions_sensitive_media_warning","user/profile_banner_url","user/profile_image_extensions_sensitive_media_warning","user/profile_image_url","user/profile_image_url_https","user/profile_sidebar_border_color","user/profile_sidebar_fill_color","user/profile_text_color","user/profile_use_background_image","user/protected","user/require_some_consent","user/screen_name","user/statuses_count","user/time_zone","user/translator_type","user/url","user/utc_offset","user/verified","user/want_retweets","user_mentions/0/id_str","user_mentions/0/name","user_mentions/0/screen_name","user_mentions/1/id_str","user_mentions/1/name","user_mentions/1/screen_name","user_mentions/2/id_str","user_mentions/2/name","user_mentions/2/screen_name"
"1509547211079790607","2022-03-31T15:08:21.000Z","100","@KyivIndependent ""Freedom to the mayor!"", ""Freedom to prisoners!"", ""Kherson region is Ukraine!"" - those present chanted.

At the end of the rally, protesters sang the anthem of Ukraine together https://t.co/oqZVmNBv58",,,,,,,,,,,"1509548159571136515","0","19","https://twitter.com/shedsquatch/status/1509548159571136515",,,,"promotable_user",,,"none",,"false","2012-11-05T14:17:07.000Z","false","🇺🇦Stay strong🇺🇦 I stand with Ukraine","false","0","53062",,,"2818",,"4998","true","true","927694782","927694782","false","false",,"17","Oregon, USA","1387",,"shedsquatch","2818",,"C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","false",,"https://pbs.twimg.com/profile_banners/927694782/1648076967",,"http://pbs.twimg.com/profile_images/1509580615049306121/VITG3mp7_normal.jpg","https://pbs.twimg.com/profile_images/1509580615049306121/VITG3mp7_normal.jpg","C0DEED","DDEEF6","333333","true","false","false","shedsquatch","18111",,"none",,,"false",,"1462548977367359490","The Kyiv Independent","KyivIndependent",,,,,,
"1509566447240069120","2022-03-31T16:25:39.000Z","277","@SamRamani2 Ukraine has a message for @KremlinRussia_E https://t.co/cw0PZ4T9NF",,,,,,,,,,,"1509567612279218184","0","22","https://twitter.com/BarbaraLoo3/status/1509567612279218184",,,,"none",,,"none",,"false","2022-01-06T17:27:08.000Z","false","It cost zero to be a decent human being!","false","0","21362",,,"99",,"1220","false","true","1479142376165806000","1479142376165806086","false","false",,"0","","1131",,"Barbara Loo","99",,"F5F8FA",,,"false",,"https://pbs.twimg.com/profile_banners/1479142376165806086/1647631270",,"http://pbs.twimg.com/profile_images/1504175900597891075/CeqvAg8h_normal.jpg","https://pbs.twimg.com/profile_images/1504175900597891075/CeqvAg8h_normal.jpg","C0DEED","DDEEF6","333333","true","false","false","BarbaraLoo3","12338",,"none",,,"false",,"1957610664","Samuel Ramani","SamRamani2","205622130","President of Russia","KremlinRussia_E",,,
"1509512632633630721","2022-03-31T14:19:10.000Z","2383","@LindseyGrahamSC You were totally fine when Trump was happy to sell out Ukraine and constantly kissed Putin’s ass, you sniveling hypocrite.",,,,,,,,,,,"1509535779537801216","51","360","https://twitter.com/joncoopertweets/status/1509535779537801216",,,,"promotable_user",,,"none",,"false","2009-03-29T20:12:52.000Z","false","Former National Finance Chair of Draft Biden 2016, Long Island Campaign Chair for @BarackObama & Majority Leader of Suffolk County Legislature, NY. @DukeU alum","false","0","279390",,,"938298",,"64466","false","true","27493883","27493883","false","false",,"3155","New York","3602",,"Jon Cooper","938298",,"C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","false",,"https://pbs.twimg.com/profile_banners/27493883/1636648925",,"http://pbs.twimg.com/profile_images/1495620581886210048/WH9shDmw_normal.jpg","https://pbs.twimg.com/profile_images/1495620581886210048/WH9shDmw_normal.jpg","C0DEED","DDEEF6","333333","true","false","false","joncoopertweets","323507",,"none",,,"true",,"432895323","Lindsey Graham","LindseyGrahamSC",,,,,,
"1509564792952008710","2022-03-31T16:14:27.000Z","235","Zelensky showed his desperation by releasing criminals to help #Ukraine against Russia. As many have stated: these criminals will show up in European refugee camps. What a mess.","Ukraine",,,,,,,,,,"1509564792952008710","9","61","https://twitter.com/Navsteva/status/1509564792952008710",,,,"promotable_user",,,"none",,"false","2011-12-12T21:18:53.000Z","false","Xi to Biden: ""He who tied the bell to the tiger must take it off.""

#BeltandRoad #EAEU #OBOR #BRI | World landbridge https://t.co/uFlOu8vnSW","false","0","387",,,"13177",,"1362","false","false","435260935","435260935","false","false",,"290","Empire of Lies","390",,"₦₳V𝚜𝚝é𝚟𝚊 🇷🇺 Z ~ a special military operation","13177",,"EBEBEB","http://abs.twimg.com/images/themes/theme7/bg.gif","https://abs.twimg.com/images/themes/theme7/bg.gif","false",,"https://pbs.twimg.com/profile_banners/435260935/1614882897",,"http://pbs.twimg.com/profile_images/1503527275626737666/ghzVOs3X_normal.jpg","https://pbs.twimg.com/profile_images/1503527275626737666/ghzVOs3X_normal.jpg","FFFFFF","F3F3F3","333333","false","false","false","Navsteva","15427",,"none","https://t.co/dhBywec5pP",,"false",,,,,,,,,,
"1509564301249556485","2022-03-31T16:12:30.000Z","1628","#Ukraine: A Russian convoy in #Kyiv Oblast was struck by Ukrainian indirect fire, destroying two T-72 series tanks and another armoured vehicle. We cannot verify if all of these were previously unseen. https://t.co/sijRoZG0CL","Ukraine","Kyiv",,,,,,,,,"1509564301249556485","17","198","https://twitter.com/UAWeapons/status/1509564301249556485",,,,"promotable_user",,,"none",,"false","2022-02-20T19:29:22.000Z","false","🇷🇺/🇬🇧 Debunking & Tracking Usage/Capture of Materiel in Ukraine. A @CalibreObscura & @ArmoryBazaar project. For commercial inquiries, please email.","false","0","114",,,"405296",,"11","false","false","1495480590572961800","1495480590572961792","false","false",,"5424","❄️ UAWeapons@protonmail.com","1249",,"🇺🇦 Ukraine Weapons Tracker","405296",,"F5F8FA",,,"false",,"https://pbs.twimg.com/profile_banners/1495480590572961792/1645641466",,"http://pbs.twimg.com/profile_images/1497287636448382978/wAo98Sgw_normal.jpg","https://pbs.twimg.com/profile_images/1497287636448382978/wAo98Sgw_normal.jpg","C0DEED","DDEEF6","333333","true","false","false","UAWeapons","1468",,"none",,,"false",,,,,,,,,,
"1509587825703989253","2022-03-31T17:45:59.000Z","513","8:38 pm in #Ukraine 

I have bad days &amp; not so bad days now. 
Hiding in work, in regular tasks, repeating ‘I’m fine, I’m fine’. 

In peace time I promise myself not to complain at all. In peace time most of the problems you can resolve. In war you cannot consider them as problems","Ukraine",,,,,,,,,,"1509587825703989253","44","46","https://twitter.com/strategywoman/status/1509587825703989253",,,,"none",,,"none",,"false","2021-02-24T18:13:47.000Z","false","From Ukraine. In Ukraine. Twitter war diary #warcoffee","false","0","6823",,,"94981",,"63","false","true","1364639441604800500","1364639441604800513","false","false",,"472","Kyiv, Ukraine","134",,"Yaroslava Antipina","94981",,"F5F8FA",,,"false",,"https://pbs.twimg.com/profile_banners/1364639441604800513/1645675701",,"http://pbs.twimg.com/profile_images/1499477205365182467/7Tj9EErL_normal.jpg","https://pbs.twimg.com/profile_images/1499477205365182467/7Tj9EErL_normal.jpg","C0DEED","DDEEF6","333333","true","false","false","strategywoman","1149",,"none",,,"false",,,,,,,,,,
"1509580068187688964","2022-03-31T17:15:09.000Z","424","From the people who brought you 'Homes For Ukraine'. I'd call it shambolic but that makes it sound accidental. https://t.co/569Ssj47RX",,,,,,,,,,,"1509580068187688964","13","118","https://twitter.com/mrjamesob/status/1509580068187688964","bbc.co.uk/news/uk-609435…","https://www.bbc.co.uk/news/uk-60943533","https://t.co/569Ssj47RX","promotable_user",,,"none",,"false","2010-06-06T14:46:00.000Z","false","Presenter, @LBC
Author, How Not To Be Wrong: https://t.co/ffwTNyiJVs… 
Game: https://t.co/fC7mCxgAhb
Magnitsky Award winner: https://t.co/ovqkdKOaoC","false","0","70684",,,"927293",,"3764","true","true","152656121","152656121","false","false",,"3639","London","866",,"James Oh Brien","927293",,"ACDED6","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","true",,"https://pbs.twimg.com/profile_banners/152656121/1641066504",,"http://pbs.twimg.com/profile_images/1477366885008162820/1dAPNtNO_normal.jpg","https://pbs.twimg.com/profile_images/1477366885008162820/1dAPNtNO_normal.jpg","EEEEEE","F6F6F6","333333","true","false","false","mrjamesob","83263",,"none",,,"true",,,,,,,,,,
"1509550917108084739","2022-03-31T15:19:19.000Z","194","The New York Times reporters showed the world how Ukrainian servicemen repel the Russian occupiers. Let everyone see that Ukraine is standing up against Russian aggression not just for its own sake but for the entire civilized world. #StandWithUkraine https://t.co/UnRqaZ7vN5","StandWithUkraine",,,,,,,,,,"1509550917108084739","7","56","https://twitter.com/StratcomCentre/status/1509550917108084739",,,,"promotable_user",,,"none",,"false","2021-05-02T11:35:44.000Z","false","The Centre for Strategic Communications and Information Security under the Ministry of Culture and Information Policy of Ukraine","false","0","265",,,"38571",,"298","false","false","1388819128052506600","1388819128052506627","false","false",,"1007","","832",,"Stratcom Centre UA","38571",,"F5F8FA",,,"false",,"https://pbs.twimg.com/profile_banners/1388819128052506627/1646055680",,"http://pbs.twimg.com/profile_images/1509255286388932614/WNl5yiyL_normal.jpg","https://pbs.twimg.com/profile_images/1509255286388932614/WNl5yiyL_normal.jpg","C0DEED","DDEEF6","333333","true","false","false","StratcomCentre","1552",,"none","https://t.co/JdBGoP7FrQ",,"true",,,,,,,,,,
"1509594731382198274","2022-03-31T18:13:25.000Z","12","""What’s striking is how carefully Pence charts a break from Trump on Russia and Ukraine. He does this...without uttering a single word about what Trump actually did as president on this front, which unfolded with Pence as his loyal servant throughout."" https://t.co/UH4H46dBwJ",,,,,,,,,,,"1509594731382198274","1","6","https://twitter.com/CREWcrew/status/1509594731382198274","washingtonpost.com/opinions/2022/…","https://www.washingtonpost.com/opinions/2022/03/31/mike-pence-rehab-tour-trump-ukraine/","https://t.co/UH4H46dBwJ","promotable_user",,,"none",,"false","2009-02-27T20:40:27.000Z","false","CREW uses high-impact legal actions to target government officials who sacrifice the common good to special interests.","false","0","1679",,,"454179",,"1561","false","false","22187085","22187085","false","false",,"4003","Washington, D.C.","2824",,"Citizens for Ethics","454179",,"003366","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","false",,"https://pbs.twimg.com/profile_banners/22187085/1602184450",,"http://pbs.twimg.com/profile_images/1314282774493356032/U05fnjcs_normal.jpg","https://pbs.twimg.com/profile_images/1314282774493356032/U05fnjcs_normal.jpg","CCCCCC","BED2EB","003399","false","false","false","CREWcrew","92756",,"none","http://t.co/VSJXQLgpKY",,"true",,,,,,,,,,
"1509593273404473353","2022-03-31T18:07:37.000Z","28","“I always believed that after the Chernobyl disaster, Russians weren’t insane enough to risk another one. But every day they are committing acts of terror, near or even inside each of our nuclear plants.” 

By ⁦@maxbearak⁩ in Varash, Ukraine: https://t.co/vX4Z6eYRuq",,,,,,,,,,,"1509593273404473353","1","16","https://twitter.com/ikhurshudyan/status/1509593273404473353","washingtonpost.com/world/2022/03/…","https://www.washingtonpost.com/world/2022/03/31/nuclear-power-plant-ukraine-danger/","https://t.co/vX4Z6eYRuq","promotable_user",,,"none",,"false","2009-04-12T12:55:30.000Z","false","Washington Post foreign correspondent, now in Ukraine. RTs/likes not endorsements. Изабель Хуршудян. Напишите мне: Isabelle.Khurshudyan@washpost.com","false","0","15087",,,"91565",,"1677","true","false","30645552","30645552","false","false",,"3473","Based in Moscow, now in Odesa","2777",,"Isabelle Khurshudyan","91565",,"DBE9ED","http://abs.twimg.com/images/themes/theme17/bg.gif","https://abs.twimg.com/images/themes/theme17/bg.gif","false",,"https://pbs.twimg.com/profile_banners/30645552/1617278110",,"http://pbs.twimg.com/profile_images/1179470932345266184/mUZUAcbd_normal.jpg","https://pbs.twimg.com/profile_images/1179470932345266184/mUZUAcbd_normal.jpg","DBE9ED","E6F6F9","333333","true","false","false","ikhurshudyan","78820",,"none","https://t.co/giXGqlSiEO",,"true",,"2361709243","Max Bearak","maxbearak",,,,,,
"1509240736990040071","2022-03-30T18:46:46.000Z","536","A CBS network executive seemed to lay the groundwork to hire Mick Mulvaney in a staff meeting this month, when he said the network needed to hire more Republicans to prepare for a “likely” Democratic midterm wipeout. https://t.co/g8dkQdJtcP via @jeremymbarr",,,,,,,,,,,"1509240736990040071","235","339","https://twitter.com/ElaheIzadi/status/1509240736990040071","wapo.st/3tOHgbY","https://wapo.st/3tOHgbY","https://t.co/g8dkQdJtcP","promotable_user",,,"none",,"false","2009-05-07T19:22:18.000Z","false","Media reporter @washingtonpost. Stand-up comic. Tips, ideas, notes of affirmation: elahe.izadi@washpost.com. DMs reluctantly open/message for Signal.","false","0","23033",,,"23925",,"2061","false","true","38496530","38496530","false","false",,"828","Washington, D.C.","3032",,"Elahe Izadi | الهه","23925",,"131516","http://abs.twimg.com/images/themes/theme14/bg.gif","https://abs.twimg.com/images/themes/theme14/bg.gif","true",,"https://pbs.twimg.com/profile_banners/38496530/1620076330",,"http://pbs.twimg.com/profile_images/1451183304061849600/xS0nL1Bo_normal.jpg","https://pbs.twimg.com/profile_images/1451183304061849600/xS0nL1Bo_normal.jpg","FFFFFF","EFEFEF","333333","true","false","false","ElaheIzadi","43074",,"regular","https://t.co/FURGINpMxl",,"true",,"227744268","Jeremy Barr","jeremymbarr",,,,,,
"1509585978796781571","2022-03-31T17:38:38.000Z","682","#Ukraine: A claimed Russian (More likely separatist) push was claimed to be foiled by the 57th Separate Infantry Brigade of the Ukrainian Army in #Luhansk Oblast. As a result, three BMP-1 were destroyed, along with other hardware. https://t.co/Pr6aW5OFl1","Ukraine","Luhansk",,,,,,,,,"1509585978796781571","12","84","https://twitter.com/UAWeapons/status/1509585978796781571",,,,"promotable_user",,,"none",,"false","2022-02-20T19:29:22.000Z","false","🇷🇺/🇬🇧 Debunking & Tracking Usage/Capture of Materiel in Ukraine. A @CalibreObscura & @ArmoryBazaar project. For commercial inquiries, please email.","false","0","114",,,"405296",,"11","false","false","1495480590572961800","1495480590572961792","false","false",,"5424","❄️ UAWeapons@protonmail.com","1249",,"🇺🇦 Ukraine Weapons Tracker","405296",,"F5F8FA",,,"false",,"https://pbs.twimg.com/profile_banners/1495480590572961792/1645641466",,"http://pbs.twimg.com/profile_images/1497287636448382978/wAo98Sgw_normal.jpg","https://pbs.twimg.com/profile_images/1497287636448382978/wAo98Sgw_normal.jpg","C0DEED","DDEEF6","333333","true","false","false","UAWeapons","1468",,"none",,,"false",,,,,,,,,,
