"authorMeta/avatar","authorMeta/digg","authorMeta/fans","authorMeta/following","authorMeta/heart","authorMeta/id","authorMeta/name","authorMeta/nickName","authorMeta/signature","authorMeta/verified","authorMeta/video","commentCount","createTime","diggCount","downloaded","effectStickers/0/ID","effectStickers/0/name","hashtags/0/cover","hashtags/0/id","hashtags/0/name","hashtags/0/title","hashtags/1/cover","hashtags/1/id","hashtags/1/name","hashtags/1/title","hashtags/2/cover","hashtags/2/id","hashtags/2/name","hashtags/2/title","hashtags/3/cover","hashtags/3/id","hashtags/3/name","hashtags/3/title","hashtags/4/cover","hashtags/4/id","hashtags/4/name","hashtags/4/title","hashtags/5/cover","hashtags/5/id","hashtags/5/name","hashtags/5/title","hashtags/6/cover","hashtags/6/id","hashtags/6/name","hashtags/6/title","hashtags/7/cover","hashtags/7/id","hashtags/7/name","hashtags/7/title","hashtags/8/cover","hashtags/8/id","hashtags/8/name","hashtags/8/title","hashtags/9/cover","hashtags/9/id","hashtags/9/name","hashtags/9/title","hashtags/10/cover","hashtags/10/id","hashtags/10/name","hashtags/10/title","hashtags/11/cover","hashtags/11/id","hashtags/11/name","hashtags/11/title","hashtags/12/cover","hashtags/12/id","hashtags/12/name","hashtags/12/title","hashtags/13/cover","hashtags/13/id","hashtags/13/name","hashtags/13/title","hashtags/14/cover","hashtags/14/id","hashtags/14/name","hashtags/14/title","hashtags/15/cover","hashtags/15/id","hashtags/15/name","hashtags/15/title","hashtags/16/cover","hashtags/16/id","hashtags/16/name","hashtags/16/title","id","mediaUrls/0","mentions/0","mentions/1","musicMeta/musicAlbum","musicMeta/musicAuthor","musicMeta/musicName","musicMeta/musicOriginal","musicMeta/playUrl","playCount","searchHashtag/name","searchHashtag/views","shareCount","text","videoMeta/duration","videoMeta/height","videoMeta/width","webVideoUrl"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/171445be0311e93bbdcb43bc980f36fe~c5_720x720.jpeg?x-expires=1648756800&x-signature=NTEaUubENVjZm1JDDrby2X3UZuE%3D","273400","261400","151","19900000","54803654637019136","martavasyuta","Marta  Vasyuta","🇺🇦🇬🇧
I show real footages of real people
Donate to journalists in Ukraine⬇️","false","109","142700","1645758425","9400000","false",,,"","451042","ukraine","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7068478605428346117","https://v16m-webapp.tiktokcdn-us.com/71f0ec173c2160c6adbf5f03e0514bd8/624513c8/video/tos/useast2a/tos-useast2a-ve-0068c004/0f07dba26a6c430f88186242facef73b/?a=1988&br=1706&bt=853&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XY53A3E7nz7ThxaNzDXq&l=20220330203641010113006147024E6B03&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M2l1OWQ6Znc3OzMzNzczM0ApZmY7NzU3Ozs7N2k7aDM8aGdoYS5xcjRvX2BgLS1kMTZzc2BgXi8xMC0xMV5fYjQ2XjU6Yw%3D%3D&vl=&vr=",,,"","chuuyas gf","bringing the era back yall","true","https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7006740677333715713.mp3","51000000","ukraine","34.1B","207800","🙏🏽🇺🇦 #Ukraine  Spread awareness!","14","1024","576","https://www.tiktok.com/@martavasyuta/video/7068478605428346117"
"https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/5b4a4660bffdaec028949eae2b8e032f~c5_720x720.jpeg?x-expires=1648756800&x-signature=N9rYZTazO2Ofcne5JXrhzRIaI6Y%3D","11200","91700","163","8400000","7004171213342262278","polakniko","🇵🇱 Niko 🇵🇱","Thanks for 
90k! 
🇵🇱❤️🇺🇦
Idk what to post anymore 🙃","false","178","211400","1644945568","8000000","false",,,"","229207","fyp","","","14927","russia","Для большего шанса попасть в #Отобранное и найти мьюзеров из Вашей страны, ставьте под своими видео #Russia, не забывайте!!","","451042","ukraine","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7064987416897146117","https://v16m-webapp.tiktokcdn-us.com/8e106abb7317cf368aa7d60f90804762/624513e3/video/tos/useast2a/tos-useast2a-ve-0068c002/646e8874701a4cac91f480572608c402/?a=1988&br=2316&bt=1158&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XY53A3E7nz7ThxaNzDXq&l=20220330203641010113006147024E6B03&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M3hlOjU6ZmR4OzMzNzczM0ApODVnZmhkM2RnNzQ2Nzw4NmctZDRqcjQwLTJgLS1kMTZzc2E1NV8wNWMvMzZhMTVjLTU6Yw%3D%3D&vl=&vr=",,,"","🇵🇱 Niko 🇵🇱","All Alone","true","https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7064987402146056965.mp3","52400000","ukraine","34.1B","146800","#fyp #russia #ukraine","41","1032","576","https://www.tiktok.com/@polakniko/video/7064987416897146117"
"https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/f43350891cc44d8a561a9db46f475600~c5_720x720.jpeg?x-expires=1648756800&x-signature=5q8DJQJoU%2BYzvACpEL3nK0IDFSU%3D","5219","107700","69","14300000","6775741132745720834","cheddygrace","Cheddy Grace","Analyst/Part-Time Blogger
whatever it is
Batang 90s","false","755","23300","1645763906","7500000","false",,,"","229207","fyp","","","68530924","globalnews","","","451042","ukraine","","","14927","russia","Для большего шанса попасть в #Отобранное и найти мьюзеров из Вашей страны, ставьте под своими видео #Russia, не забывайте!!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7068502149226925339","https://v16m-webapp.tiktokcdn-us.com/307f3f6fb65197fbf5bde461c2c63d0b/624513cb/video/tos/useast2a/tos-useast2a-pve-0037-aiso/4e3aaf311a6f487ca1719fe033643803/?a=1988&br=1104&bt=552&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XY53A3E7nz7ThxaNzDXq&l=20220330203641010113006147024E6B03&lr=tiktok&mime_type=video_mp4&net=0&pl=0&qs=0&rc=ang1Ozg6ZmY4OzMzZjgzM0ApNDc5aWY6aGQ2N2ZnOTdkPGdqbGJvcjRvbGBgLS1kL2NzczBeMDQ1NV9jNTBiNGI1YDE6Yw%3D%3D&vl=&vr=",,,"Only Love Can Hurt Like This (Slowed Down Version)","Paloma Faith","Only Love Can Hurt Like This (Slowed Down Version)","false","https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/9ddfb4c3721e46c68914ff0806c95890","31300000","ukraine","34.1B","176400","Emotional moment as Ukraine soldiers left wives for war 💔☹️ #fyp #globalnews  #ukraine #russia","17","1024","576","https://www.tiktok.com/@cheddygrace/video/7068502149226925339"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/79a11a78c1a5fb7b4e3d663f5861a35f~c5_720x720.jpeg?x-expires=1648756800&x-signature=7UKS%2BuupklWmtDfIqjck7%2B6%2FMSU%3D","275","2500000","47","96900000","6760368158794155013","dylanpage.ning","Dylan Page","LONG FORM ON YOUTUBE👆
Grew up🇿🇦From🇬🇧Live🇦🇺
Owen@smallscreenmarketing.com","false","671","84400","1645778170","6200000","false",,,"","229207","fyp","","","14927","russia","Для большего шанса попасть в #Отобранное и найти мьюзеров из Вашей страны, ставьте под своими видео #Russia, не забывайте!!","","451042","ukraine","","","139261","nato","","","868067","putin","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7068563399923322117","https://v16m-webapp.tiktokcdn-us.com/dabff6802550b6e102fdcd48ba2f24ce/6245140c/video/tos/useast2a/tos-useast2a-ve-0068c001/91909baedb2249feb1663cb64f26f3d0/?a=1988&br=1590&bt=795&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XY53A3E7nz7ThxaNzDXq&l=20220330203641010113006147024E6B03&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=amRzazY6Zmc8OzMzNzczM0ApZDU6aDZmaTs2N2hnMzY8aGdzcTUycjRfM2BgLS1kMTZzczBjMi0yNmJiM2MvLTJgNGE6Yw%3D%3D&vl=&vr=",,,"","Dylan Page","original sound","true","https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7068563394663877381.mp3","43900000","ukraine","34.1B","208900","Russia & Ukraine Part 1- Ongoing Series #fyp #russia #ukraine #nato #putin","82","1024","576","https://www.tiktok.com/@dylanpage.ning/video/7068563399923322117"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/783018c81f6f0f90e5cbe2320f45f9dc~c5_720x720.jpeg?x-expires=1648756800&x-signature=fp5wWvmE5NWxKj0eupcnYACxMlQ%3D","21000","1000000","83","31900000","300407204782698496","valerisssh","Valerisssh","PHOTOGRAPHER 
HOW TO HELP UKRAINE?
link on my insta👆","false","607","32800","1646408424","6100000","false",,,"","451042","ukraine","","","861413","stopwar","","","55688951","russiastop","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7071270332891483397","https://v16m-webapp.tiktokcdn-us.com/897674cb8c96b1bdc1b633d4d5f7df43/624513d0/video/tos/useast2a/tos-useast2a-ve-0068c003/62f3ef92457b4fcfb8bba9c628016aee/?a=1988&br=2996&bt=1498&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XY53A3E7nz7ThxaNzDXq&l=20220330203641010113006147024E6B03&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=amVmOjk6Zm82OzMzNzczM0ApOzo2ODw8O2Q6N2c7ODs7aWcua2BzcjRvMmVgLS1kMTZzczM1LmMzMC1hXzYvNmFgYy46Yw%3D%3D&vl=&vr=",,,"Angelina","Louis Prima","Che La Luna","false","https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/1de1f9fae2d74986b60bc778451b18c5","45400000","ukraine","34.1B","76500","Living my best life 🥰🥰🥰 Thanks Russia! #ukraine #stopwar #russiastop","22","1024","576","https://www.tiktok.com/@valerisssh/video/7071270332891483397"
"https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/67e7efce245d48e946cf881d9e6d0552~c5_720x720.jpeg?x-expires=1648756800&x-signature=P8XZst%2ByZYmYBB4E5hTTkrPKiss%3D","17","313100","146","5100000","7069419224498537477","ukraine_.saveukraine","UKRAINE WILL WIN 🇺🇦","Follow to spread the word that Ukraine WILL win! 🇺🇦","false","2","155800","1645987612","4800000","false",,,"","451042","ukraine","","","19462","bomb","","","9767","help","","","229207","fyp","","","229207","fyp","","","88764338","foryoupage","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7069462960481094917","https://v16m-webapp.tiktokcdn-us.com/1194e271872fb6f6410510c1d3f78b6f/624513c7/video/tos/useast2a/tos-useast2a-pve-0068/646b2dded59a4a94b28314470fcede1e/?a=1988&br=1394&bt=697&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XY53A3E7nz7ThxaNzDXq&l=20220330203641010113006147024E6B03&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M2l3bmg6Zmh2OzMzNzczM0ApZGZmNDo8Ojw7NzYzNjM0O2drcGE1cjQwYWFgLS1kMTZzc2MyMjYxYmA0YS4wYi0vNF46Yw%3D%3D&vl=&vr=",,,"","UKRAINE WILL WIN 🇺🇦","original sound","true","https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7069462946518174469.mp3","29200000","ukraine","34.1B","43200","My parents havnt came back 😭and my sister is crying I’m so scared #ukraine #bomb #help #FYP #fyp #foryoupage","13","1024","576","https://www.tiktok.com/@ukraine_.saveukraine/video/7069462960481094917"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/9964ea0f1a36068fc52aae0388cc11c4~c5_720x720.jpeg?x-expires=1648756800&x-signature=Sb%2F%2FfRwZOnC0BuR1z0xt0%2Bq6I7I%3D","201","51200","2","5000000","7064731897510757381","best_left_to_dee_profess","Best_left_to_dee_profess","Please would everyone say a pray 🙏 for Ukraine 🇺🇦","false","87","18700","1645679146","4600000","false",,,"","451042","ukraine","","","1713","war","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7068138098978229509","https://v16m-webapp.tiktokcdn-us.com/84fedcf37b212302b238c1bde3670dbc/62451427/video/tos/useast2a/tos-useast2a-pve-0068/4116d9c7775f4aa3bc0abcb2428d0f4c/?a=1988&br=784&bt=392&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XY53A3E7nz7ThxaNzDXq&l=20220330203641010113006147024E6B03&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=ajwzbDY6ZjRrOzMzNzczM0ApNTc8MzUzNDs2NzdkOGgzZ2cvYjRscjQwL19gLS1kMTZzc19iYGBjXy1fLzVgYzJhLTU6Yw%3D%3D&vl=&vr=",,,"","Best_left_to_dee_profess","original sound","true","https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7068138066283662085.mp3","32700000","ukraine","34.1B","21300","#ukraine #war","109","1280","576","https://www.tiktok.com/@best_left_to_dee_profess/video/7068138098978229509"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/8f1f28483d4d3acfc0855daa4f63b49d~c5_720x720.jpeg?x-expires=1648756800&x-signature=V%2FzzwEX7WnHBMDsXXdLUxbyJegw%3D","80","204800","0","4500000","7000354091813979141","nato.1234","🔥🔥","","false","7","142200","1644689661","4200000","false",,,"","14927","russia","Для большего шанса попасть в #Отобранное и найти мьюзеров из Вашей страны, ставьте под своими видео #Russia, не забывайте!!","","451042","ukraine","","","80013775","russiavsukraine","","","1713","war","","","2085220","ww3","","","20884","viral","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7063888303069646085","https://v16m-webapp.tiktokcdn-us.com/5311fed622e3d1952866c57f36c1f491/6245140b/video/tos/useast2a/tos-useast2a-ve-0068c003/5f2022acf43248418885eef03ad31a21/?a=1988&br=1536&bt=768&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XY53A3E7nz7ThxaNzDXq&l=20220330203641010113006147024E6B03&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M2lzaDU6Zjh5OzMzNzczM0ApZTo6ZjszNGVoNzg7NTM5OGc1ajQtcjQwYzBgLS1kMTZzczQzXjEvXl8uLTBeM2NfXl86Yw%3D%3D&vl=&vr=",,,"","🔥🔥","origineel geluid","true","https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7063888307909856005.mp3","43500000","ukraine","34.1B","139700","#russia #ukraine #russiavsukraine #war #ww3 #viral","81","1024","576","https://www.tiktok.com/@nato.1234/video/7063888303069646085"
"https://p16-sign-sg.tiktokcdn.com/aweme/720x720/tos-alisg-avt-0068/34051b4eec1bf593f4af4a20c28f52a3.jpeg?x-expires=1648756800&x-signature=oS3J1WXpph0Bmo56CRpOSxnOXek%3D","5010","105600","0","4200000","6756233458756813830","lukalp1","Luka Lapiashvili","mister valentine Georgia🇬🇪 2020👑 გამომყევი Instagram☝️➡️  Luka_lapiashvili7","false","64","67300","1643035322","4200000","false",,,"","229207","fyp","","","451042","ukraine","","","6524","georgia","","","1676724822627334","🇬🇪🇺🇦","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7056782971713441025","https://v16m-webapp.tiktokcdn-us.com/541171ce9952701bc89a0e47e296a457/624513c9/video/tos/alisg/tos-alisg-pve-0037c001/dd14423b52c94da39407f40712ef2222/?a=1988&br=1638&bt=819&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XY53A3E7nz7ThxaNzDXq&l=20220330203641010113006147024E6B03&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=ajN0bTs6ZmVlOjMzODczNEApZTMzODRmNjs4NzU0ZmY3OmdfaGFucjRfaWtgLS1kMS1zcy8uYWMyLzNgMV4wM14wNTA6Yw%3D%3D&vl=&vr=",,,"","Luka Lapiashvili","original sound","true","https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7056782967619750658.mp3","40000000","ukraine","34.1B","129200","#fyp #ukraine #georgia #🇬🇪🇺🇦","15","1248","576","https://www.tiktok.com/@lukalp1/video/7056782971713441025"
"https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/71b86c8912f4ee1d063be1097fcc330d~c5_720x720.jpeg?x-expires=1648756800&x-signature=c7ibDYauAct0DzxWHV0JVW4Zok0%3D","16700","87700","39","4700000","6757713690513130501","kittenzylka","Katie Zylka","i luv golf and the beach !! 😇
south florida // 18 🇷🇺 🇺🇦","false","14","74100","1645711184","4100000","false",,,"","229207","fyp","","","451042","ukraine","","","14927","russia","Для большего шанса попасть в #Отобранное и найти мьюзеров из Вашей страны, ставьте под своими видео #Russia, не забывайте!!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7068275707956186415","https://v16m-webapp.tiktokcdn-us.com/6ea7ac9a7f20db76fc7bf0afb2e76f9a/624513c9/video/tos/useast5/tos-useast5-ve-0068c003-tx/5458746cffb04f6db2491b3d9deb4442/?a=1988&br=1872&bt=936&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XY53A3E7nz7ThxaNzDXq&l=20220330203641010113006147024E6B03&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=amQ0eGk6ZjRyOzMzZzczNEApaTlkO2U5aWQ4N2UzZWYzNGcubmBqcjRncV9gLS1kMS9zc2AvLS1jLl9jYy4tLzYtX2M6Yw%3D%3D&vl=&vr=",,,"","user5157602947919","original sound","true","https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6994942041696258821.mp3","16100000","ukraine","34.1B","47000","When the tears came out I lost it #fyp #ukraine #russia","15","1024","576","https://www.tiktok.com/@kittenzylka/video/7068275707956186415"
